yyyymm,buy_index,sgg,rent_index,cpi,pir,move_population,subway,department_store,apart_brand,marry,unsold
201211,72.3,영등포구,70.7,75.775,27.4,-170,14,2,1,3155,256
201212,72,영등포구,70.8,80.329,24.4,-176,14,2,1,3155,256
201201,75.2,영등포구,68.9,96.807,25.3,-55,14,2,1,3155,16
201302,71.7,영등포구,71.3,93.211,27.2,59,14,2,1,3086,255
201303,71.5,영등포구,71.8,97.691,24.6,108,14,2,1,3086,255
201304,71.2,영등포구,72.3,100.63,21.3,17,14,2,1,3086,255
201305,71.2,영등포구,72.6,104.56,22.3,-96,14,2,1,3086,255
201306,71.1,영등포구,72.8,76.56,27,-243,14,2,1,3086,255
201307,71,영등포구,73.2,81.188,25.7,-127,14,2,1,3086,255
201308,70.9,영등포구,73.8,87.901,28.1,-125,14,2,1,3086,179
201309,70.7,영등포구,74.8,94.292,27.5,-164,14,2,1,3086,179
201310,70.7,영등포구,75.5,98.538,22.5,-153,14,2,1,3086,142
201311,70.7,영등포구,76.6,100.76,20.8,-234,14,2,1,3086,131
201312,70.6,영등포구,77.3,104.77,24.5,-379,14,2,1,3086,131
201301,71.8,영등포구,71,86.418,28.9,152,14,2,1,3086,256
201402,70.7,영등포구,79.2,82.436,24.9,-47,14,2,1,2951,73
201403,70.9,영등포구,80,88.974,27.8,162,14,2,2,2951,73
201404,70.9,영등포구,80.5,95.744,26.1,37,14,2,2,2951,29
201405,70.9,영등포구,80.8,99.133,22.2,1,14,2,2,2951,29
201406,70.8,영등포구,81.1,102.77,21.2,-48,14,2,2,2951,29
201407,70.7,영등포구,81.3,105.31,24,-217,14,2,2,2951,29
201408,70.8,영등포구,81.4,78.221,27.5,-228,14,2,2,2951,29
201409,70.9,영등포구,81.7,84.076,24.8,-154,14,2,2,2951,29
201410,71,영등포구,82,89.965,29.3,-222,14,2,2,2951,12
201411,71.1,영등포구,82.3,96.185,26.3,-229,14,2,2,2951,12
201412,71.1,영등포구,82.6,99.47,21.7,-158,14,2,2,2951,8
201401,70.7,영등포구,78.3,77.987,23.1,0,14,2,1,2951,73
201502,71.2,영등포구,83.4,74.728,25.3,101,14,2,2,2934,8
201503,71.4,영등포구,84.1,79.626,24.3,39,14,2,2,2934,8
201504,71.5,영등포구,85,86.106,32.4,-87,14,2,2,2934,8
201505,71.9,영등포구,85.8,92.039,28.3,-234,14,2,2,2934,8
201506,72.5,영등포구,87,97.069,25.2,-384,14,2,2,2934,8
201507,72.9,영등포구,87.9,100.36,20.6,-161,14,2,2,2934,8
201508,73.3,영등포구,88.8,103.57,22.2,-146,14,2,2,2934,8
201509,74.1,영등포구,90,76.233,26.7,-216,14,2,2,2934,0
201510,74.7,영등포구,90.8,79.861,22.9,-375,14,2,2,2934,0
201511,75.2,영등포구,92,87.355,32.8,-193,14,2,2,2934,0
201512,75.7,영등포구,92.8,93.842,28.7,-235,14,2,3,2934,0
201501,71.1,영등포구,82.9,103.28,23.4,328,14,2,2,2934,8
201602,76,영등포구,93.5,100.71,21.5,151,14,2,3,2609,169
201603,76.1,영등포구,93.7,104.15,22.9,12,14,2,3,2609,157
201604,76.2,영등포구,94,77.362,26.7,-75,14,2,3,2609,141
201605,76.5,영등포구,94.4,81.656,23.2,-202,14,2,3,2609,125
201606,76.9,영등포구,94.8,88.214,27.4,-426,14,2,3,2609,116
201607,77.4,영등포구,95.2,95.086,25.8,-403,14,2,3,2609,109
201608,77.9,영등포구,95.7,98.881,22.1,-484,14,2,3,2609,101
201609,78.3,영등포구,95.8,101.72,20.3,-561,14,2,3,2609,56
201610,79,영등포구,96.1,104.54,21.3,-569,14,2,3,2609,55
201611,79.7,영등포구,96.3,78.065,27.2,-427,14,2,3,2609,54
201612,79.8,영등포구,96.5,82.593,26,-502,14,2,3,2609,54
201601,75.8,영등포구,93.1,97.429,23.5,130,14,2,3,2609,136
201701,79.9,영등포구,96.8,89.515,31.6,-51,14,2,3,2539,0
201702,80,영등포구,96.9,95.59,28.4,-119,14,2,3,2539,0
201703,80.1,영등포구,97.1,98.727,23.9,-208,14,2,3,2539,0
201704,80.2,영등포구,97.3,103.07,22.1,-72,14,2,4,2539,0
201705,80.5,영등포구,97.5,104.91,23.2,395,14,2,4,2539,0
201706,81.1,영등포구,97.9,78.846,28.8,138,14,2,4,2539,0
201707,81.9,영등포구,98.1,85.013,28.6,7,14,2,4,2539,0
201708,82.9,영등포구,98.1,91.227,31.7,-122,14,2,5,2539,0
201709,83.1,영등포구,98.3,96.907,27.3,75,14,2,5,2539,0
201710,83.6,영등포구,98.4,99.82,24.8,176,14,2,5,2539,0
201711,84.2,영등포구,98.6,103.78,23.3,77,14,2,5,2539,0
201712,85,영등포구,98.7,75.775,23.9,-183,14,2,5,2539,0
201801,85.8,영등포구,98.8,79.704,29.8,384,14,2,5,2664,0
201802,86.6,영등포구,98.9,86.028,28.4,335,14,2,5,2664,0
201803,87.7,영등포구,99,92.94,30,279,14,2,5,2664,0
201804,88.9,영등포구,98.9,97.114,29.2,171,14,2,5,2664,0
201805,89.6,영등포구,98.9,100.18,25,167,14,2,5,2664,0
201806,90.4,영등포구,98.8,104.31,23.6,79,14,2,5,2664,0
201807,91.4,영등포구,98.8,76.887,26.5,164,14,2,5,2664,0
201808,92.9,영등포구,98.8,80.251,28.2,163,14,2,5,2664,0
201809,97.1,영등포구,99.3,87.589,30.5,150,14,2,5,2664,-
201810,98.9,영등포구,99.9,94.382,30.1,144,14,2,5,2664,-
201811,99.6,영등포구,100.1,98.114,27,-24,14,2,5,2664,0
201812,99.9,영등포구,100,100.92,23.3,225,14,2,5,2664,0
201901,100,영등포구,100,105.7,24.1,399,14,2,5,2664,0
201902,99.9,영등포구,99.9,78.065,27.3,650,14,2,5,2664,0
201903,99.8,영등포구,99.7,81.89,26.6,397,14,2,5,2664,0
201904,99.7,영등포구,99.6,88.135,27.8,256,14,2,5,2664,-
201905,99.7,영등포구,99.5,95.608,30.2,236,14,2,5,2664,-
201906,99.7,영등포구,99.5,98.989,27.1,77,14,2,5,2664,-
201907,100.2,영등포구,99.4,101.73,23.6,142,14,2,5,2664,0
201908,100.8,영등포구,99.5,104.86,25,67,14,2,5,2664,0
200701,81,용산구,62.9,99.63,22.1,139,13,0,0,1979,-
200702,81.3,용산구,62.8,103.89,22.1,111,13,0,0,1979,-
200703,81.4,용산구,63,75.055,27.2,74,13,0,0,1979,-
200704,81.8,용산구,63.2,79.471,24.9,144,13,0,0,1979,-
200705,81.8,용산구,63.2,86.184,29.5,261,13,0,0,1979,-
200706,82.5,용산구,63.2,92.58,27.2,213,13,0,0,1979,-
200707,82.9,용산구,63.3,96.925,23.3,209,13,0,0,1979,-
200708,83.1,용산구,63.3,100.33,22.3,320,13,0,0,1979,-
200709,83.4,용산구,63.3,104.32,23.7,265,13,0,0,1979,-
200710,83.5,용산구,63.2,76.821,26.4,189,13,0,0,1979,-
200711,83.7,용산구,63.2,80.094,26.4,185,13,0,0,1979,-
200712,83.9,용산구,63.4,87.589,30.5,222,13,0,0,1979,0
200802,84.4,용산구,63.4,97.574,24.6,67,13,0,0,1959,-
200803,85.1,용산구,63.5,100.88,23.3,90,13,0,0,1959,-
200804,85.5,용산구,63.8,105.04,24.4,56,13,0,0,1959,-
200805,85.7,용산구,63.8,77.675,23.8,115,13,0,0,1959,-
200806,86,용산구,63.9,81.656,21.3,39,13,0,0,1959,0
200807,86.2,용산구,64.1,88.057,29.8,1257,13,0,0,1959,-
200808,86.3,용산구,64.2,95.482,27.6,-471,13,0,0,1959,-
200809,86.5,용산구,64.3,98.782,22.5,-145,13,0,0,1959,-
200810,86.6,용산구,64.3,101.86,22.2,-110,13,0,0,1959,-
200811,85.9,용산구,64,105.07,25.5,94,13,0,0,1959,68
200812,84.1,용산구,61.7,78.221,27.1,128,13,0,0,1959,53
200801,84.1,용산구,63.4,94.473,27.3,232,13,0,0,1959,-
200902,83.2,용산구,60.6,89.875,30.7,257,13,0,0,1742,3
200903,82.9,용산구,60.3,96.158,26.4,25,13,0,0,1742,19
200904,82.9,용산구,60.4,98.845,21.8,136,13,0,0,1742,7
200905,83.1,용산구,60.4,102.98,23,44,13,0,0,1742,0
200906,83.3,용산구,60.9,105.21,27.3,-14,13,0,0,1742,0
200907,83.8,용산구,61.5,79.08,26.3,-9,13,0,0,1742,0
200908,83.9,용산구,61.8,85.403,27.4,-11,13,0,0,1742,0
200909,84.6,용산구,63.4,91.227,28.2,-46,13,0,0,1742,0
200910,84.9,용산구,63.8,97.177,25.1,-31,13,0,0,1742,0
200911,85.1,용산구,64,99.83,21.8,-29,13,0,0,1742,0
200912,85.3,용산구,64.3,103.52,23.8,-119,13,0,0,1742,0
200901,83.4,용산구,61.2,82.827,28.8,198,13,0,0,1742,12
201002,85.3,용산구,65.1,80.173,23.8,-51,13,0,0,1784,0
201003,85.5,용산구,65.5,86.184,27.6,-137,13,0,0,1784,0
201004,85.4,용산구,65.9,93.03,27.1,-56,13,0,0,1784,0
201005,85.4,용산구,65.9,97.465,22.4,-6,13,0,0,1784,104
201006,85,용산구,66,100.55,19.9,-185,13,0,0,1784,104
201007,84.6,용산구,66.1,104.55,22.9,-38,13,0,0,1784,104
201008,84.1,용산구,66.6,77.019,27.3,-31,13,0,0,1784,104
201009,83.8,용산구,67.2,80.719,23.3,-216,13,0,0,1784,104
201010,83.6,용산구,68.3,87.589,28.1,-218,13,0,0,1784,582
201011,83.2,용산구,69.4,94.292,25.8,-284,13,0,0,1784,598
201012,83.3,용산구,69.8,98.313,21.6,-282,13,0,0,1784,598
201001,85.3,용산구,64.3,75.709,27.1,-10,13,0,0,1784,0
201102,83.5,용산구,71.7,105.33,23.9,-3,13,0,0,1866,260
201103,83.7,용산구,72.6,78.065,27.9,162,13,0,0,1866,260
201104,83.7,용산구,73,81.968,26,57,13,0,1,1866,151
201105,83.6,용산구,73.1,88.447,29.3,208,13,0,1,1866,151
201106,83.6,용산구,73.4,95.644,25.8,64,13,0,1,1866,142
201107,83.6,용산구,73.6,99.232,22.4,-47,13,0,1,1866,142
201108,83.5,용산구,74.4,101.89,23,-118,13,0,1,1866,142
201109,83.3,용산구,76.1,105.26,24,-109,13,0,1,1866,93
201110,83.1,용산구,76.3,78.456,23.4,-36,13,0,1,1866,93
201111,83.1,용산구,76.5,83.53,30.6,-140,13,0,1,1866,114
201112,83,용산구,76.6,89.695,28.7,-133,13,0,1,1866,84
201101,83.4,용산구,70.7,100.87,21.5,-66,13,0,0,1866,260
201202,82.9,용산구,76.8,99.56,21.7,-121,13,0,1,1895,84
201203,82.9,용산구,77.1,102.97,22.6,-221,13,0,1,1895,140
201204,82.8,용산구,77.5,74.269,25.6,-257,13,0,1,1895,140
201205,82.8,용산구,77.6,79.548,23.7,-178,13,0,1,1895,140
201206,82.8,용산구,77.6,85.872,29.1,-129,13,0,1,1895,83
201207,82.2,용산구,77.7,91.047,29.7,-108,13,0,1,1895,83
201208,81.6,용산구,77.8,97.069,24.5,-14,13,0,1,1895,83
201209,81.1,용산구,78.1,100.51,22.9,-143,13,0,1,1895,83
201210,80.7,용산구,78.5,103.16,23.1,-210,13,0,1,1895,83
201211,80.4,용산구,79.1,75.775,26.7,-179,13,0,1,1895,83
201212,80.3,용산구,79.5,80.094,25,-218,13,0,1,1895,83
201201,82.9,용산구,76.7,96.564,25.2,-3,13,0,1,1895,84
201302,80,용산구,80,93.391,27.3,-176,13,0,1,1795,83
201303,79.4,용산구,80.7,97.438,24.5,-26,13,0,1,1795,83
201304,79.2,용산구,80.9,101.03,21.7,-186,13,0,1,1795,83
201305,78.9,용산구,81.3,104.19,22.3,-129,13,0,1,1795,83
201306,78.7,용산구,81.3,76.626,27,-179,13,0,1,1795,83
201307,78.3,용산구,81.9,81.578,25.7,-128,13,0,1,1795,83
201308,78,용산구,82.2,88.135,28.1,-136,13,0,1,1795,83
201309,77.6,용산구,82.5,94.563,26.7,-196,13,0,1,1795,83
201310,77.5,용산구,83.2,98.727,22.3,-196,13,0,1,1795,83
201311,77.2,용산구,84,101.15,20.9,-222,13,0,1,1795,83
201312,77.1,용산구,84.7,104.49,23.8,-229,13,0,1,1795,83
201301,80.2,용산구,79.7,86.808,29,-24,13,0,1,1795,83
201402,77,용산구,85.6,82.515,26,18,13,0,1,1560,95
201403,76.9,용산구,85.9,89.154,27.8,-102,13,0,1,1560,95
201404,76.8,용산구,86.1,95.644,26.1,-266,13,0,1,1560,86
201405,76.7,용산구,86.2,98.845,22.8,-145,13,0,1,1560,86
201406,76.5,용산구,86.4,103,21.3,-200,13,0,1,1560,54
201407,76.5,용산구,86.7,105.17,24.3,-236,13,0,1,1560,51
201408,76.4,용산구,86.8,78.456,27.5,-182,13,0,1,1560,51
201409,76.3,용산구,87,84.466,24.9,-186,13,0,1,1560,51
201410,76.4,용산구,87.2,90.416,28.4,-259,13,0,1,1560,233
201411,76.5,용산구,87.5,96.384,26.3,-257,13,0,1,1560,217
201412,76.4,용산구,87.7,99.63,21.7,-212,13,0,1,1560,207
201401,77.1,용산구,84.9,77.752,23,42,13,0,1,1560,83
201502,76.5,용산구,88.5,75.055,25.5,12,13,0,1,1515,186
201503,76.8,용산구,89.3,79.471,24.7,-96,13,0,1,1515,169
201504,77,용산구,89.9,86.184,32.3,-154,13,0,1,1515,160
201505,77.2,용산구,90.2,92.58,28.6,-143,13,0,1,1515,153
201506,77.4,용산구,90.8,96.925,24.9,-160,13,0,1,1515,120
201507,77.7,용산구,91.2,100.33,20.7,-136,13,0,1,1515,84
201508,77.7,용산구,91.4,104.32,22.4,-278,13,0,1,1515,61
201509,78,용산구,91.9,76.821,27.4,-198,13,0,1,1515,41
201510,78.2,용산구,92.3,80.094,23.1,-274,13,0,1,1515,24
201511,78.4,용산구,92.6,87.589,31,-52,13,0,1,1515,10
201512,78.5,용산구,92.7,94.473,28.7,-280,13,0,1,1515,9
201501,76.4,용산구,88,103.89,22.3,-96,13,0,1,1515,198
201602,78.7,용산구,93.7,100.88,20.5,-63,13,0,1,1366,9
201603,78.7,용산구,94.2,105.04,23.1,-77,13,0,1,1366,8
201604,78.8,용산구,94.4,77.675,26.6,-74,13,0,1,1366,8
201605,79,용산구,94.8,81.656,23.5,-124,13,0,1,1366,7
201606,79.3,용산구,95.1,88.057,27.5,-81,13,0,1,1366,7
201607,79.8,용산구,95.8,95.482,27.1,-92,13,0,1,1366,6
201608,80.3,용산구,96,98.782,22,-147,13,0,1,1366,4
201609,80.7,용산구,96.5,101.86,20.3,-178,13,0,1,1366,3
201610,81.3,용산구,96.7,105.07,22.7,-170,13,0,1,1366,2
201611,81.9,용산구,96.9,78.221,27.4,-215,13,0,1,1366,0
201612,82.1,용산구,96.9,82.827,25.5,-190,13,0,1,1366,0
201601,78.6,용산구,93.3,97.574,23.4,-70,13,0,1,1366,9
201702,82.2,용산구,97,96.158,28.3,-1,13,0,1,1357,0
201703,82.2,용산구,97,98.845,23.7,-11,13,0,1,1357,0
201704,82.4,용산구,97.1,102.98,22.2,-145,13,0,1,1357,0
201705,82.7,용산구,97.1,105.21,23.3,-32,13,0,1,1357,0
201706,83.5,용산구,97.6,79.08,28.9,123,13,0,1,1357,0
201707,84.1,용산구,97.8,85.403,28.7,-5,13,0,1,1357,0
201708,85.1,용산구,97.8,91.227,32.7,139,13,0,2,1357,0
201709,85.5,용산구,97.9,97.177,27.4,166,13,0,2,1357,0
201710,85.8,용산구,98.1,99.83,24.7,167,13,0,2,1357,0
201711,86.2,용산구,98.2,103.52,23.8,41,13,0,2,1357,0
201712,86.7,용산구,98.2,75.709,24,156,13,0,2,1357,0
201701,82.1,용산구,97,89.875,31.7,-39,13,0,1,1357,0
201801,87.7,용산구,98.3,80.173,28.2,328,13,0,2,1400,1
201802,88.8,용산구,98.4,86.184,30,242,13,0,2,1400,0
201803,90.6,용산구,98.6,93.03,30.1,143,13,0,2,1400,0
201804,91.6,용산구,98.7,97.465,27.9,8,13,0,2,1400,0
201805,92.2,용산구,98.9,100.55,25,-8,13,0,2,1400,0
201806,92.6,용산구,98.9,104.55,23.7,-44,13,0,2,1400,0
201807,93.3,용산구,98.9,77.019,25.9,-16,13,0,2,1400,0
201808,94.7,용산구,99,80.719,28.2,24,13,0,2,1400,0
201809,98.5,용산구,99.7,87.589,32,-15,13,0,2,1400,-
201810,99.6,용산구,100,94.292,30.1,23,13,0,2,1400,-
201811,100,용산구,100.1,98.313,26.9,58,13,0,2,1400,0
201812,100,용산구,100,100.87,24.6,-76,13,0,2,1400,0
201901,100,용산구,100,105.33,24.2,193,13,0,2,1400,0
201902,100,용산구,100,78.065,27.4,147,13,0,2,1400,0
201903,99.9,용산구,99.9,81.968,26.6,35,13,0,2,1400,0
201904,99.9,용산구,99.9,88.447,28.1,-98,13,0,2,1400,-
201905,99.9,용산구,99.9,95.644,28.7,49,13,0,2,1400,-
201906,99.9,용산구,99.9,99.232,27.1,162,13,0,2,1400,-
201907,100,용산구,99.9,101.89,23.5,75,13,0,2,1400,0
201908,100.2,용산구,99.9,105.26,23.6,37,13,0,2,1400,0
200701,82.3,은평구,61.6,99.82,22.1,-99,11,0,0,3030,-
200702,82.6,은평구,61.6,103.78,23.5,-280,11,0,0,3030,-
200703,82.7,은평구,61.9,75.775,27.3,-270,11,0,0,3030,-
200704,83.2,은평구,63,79.704,24.1,-331,11,0,0,3030,-
200705,83,은평구,63.6,86.028,29.9,-265,11,0,0,3030,-
200706,83.2,은평구,64,92.94,27.1,-140,11,0,0,3030,-
200707,83.5,은평구,64.2,97.114,23,-226,11,0,0,3030,-
200708,83.5,은평구,64.4,100.18,22.4,-197,11,0,0,3030,-
200709,83.8,은평구,64.6,104.31,23.8,-245,11,0,0,3030,-
200710,84,은평구,64.7,76.887,26.7,-337,11,0,0,3030,-
200711,84.6,은평구,64.8,80.251,26.4,-346,11,0,0,3030,-
200712,84.6,은평구,64.8,87.589,31.7,-745,11,0,0,3030,0
200802,85.2,은평구,65.4,98.114,24.5,-697,11,0,0,2905,-
200803,85.7,은평구,65.7,100.92,23.8,-932,11,0,0,2905,-
200804,86.9,은평구,66.6,105.7,24.4,-714,11,0,0,2905,-
200805,87.9,은평구,66.8,78.065,22.4,-715,11,0,0,2905,-
200806,88.9,은평구,66.5,81.89,22.8,81,11,0,0,2905,0
200807,89.5,은평구,66.1,88.135,29.7,306,11,0,0,2905,-
200808,89.7,은평구,65.8,95.608,26.4,664,11,0,0,2905,-
200809,90.3,은평구,66,98.989,22.6,201,11,0,0,2905,-
200810,90.5,은평구,65.8,101.73,22.2,-59,11,0,0,2905,144
200811,90.1,은평구,65.1,104.86,24.9,-58,11,0,0,2905,224
200812,89.7,은평구,63.6,78.533,27,29,11,0,0,2905,224
200801,85,은평구,65.3,94.382,27.3,-442,11,0,0,2905,-
200902,89.4,은평구,61.9,89.875,31,509,11,0,1,2816,221
200903,89,은평구,61.6,96.807,26.4,585,11,0,1,2816,221
200904,88.7,은평구,61.4,99.49,23.1,354,11,0,1,2816,208
200905,88.8,은평구,61.7,103.12,23.1,456,11,0,1,2816,185
200906,88.8,은평구,62.1,73.943,27.4,232,11,0,1,2816,183
200907,88.9,은평구,62.5,79.392,26.5,-79,11,0,2,2816,174
200908,88.9,은평구,63.6,85.949,27.6,-141,11,0,2,2816,116
200909,89.4,은평구,64.8,90.777,26.9,-8,11,0,2,2816,98
200910,89.6,은평구,65.9,97.087,25.1,-46,11,0,2,2816,46
200911,89.4,은평구,66.6,100.26,21.8,-128,11,0,2,2816,46
200912,89.1,은평구,66.4,102.86,22.4,-19,11,0,2,2816,46
200901,89.5,은평구,62.6,83.295,30.4,283,11,0,1,2816,221
201002,89.1,은평구,66.7,80.329,23.6,281,11,0,2,3009,46
201003,88.8,은평구,66.8,86.418,27.7,224,11,0,2,3009,46
201004,88.7,은평구,67,93.211,27,-21,11,0,2,3009,33
201005,88.6,은평구,66.9,97.691,22.1,-67,11,0,2,3009,33
201006,87.7,은평구,66.9,100.63,19.9,96,11,0,2,3009,33
201007,86.8,은평구,65.9,104.56,23.1,392,11,0,2,3009,33
201008,86.3,은평구,65.1,76.56,24.6,381,11,0,3,3009,66
201009,85.6,은평구,65.2,81.188,23.4,641,11,0,3,3009,66
201010,85.4,은평구,65.9,87.901,26.8,638,11,0,3,3009,66
201011,85.3,은평구,66.1,94.292,25.8,250,11,0,3,3009,225
201012,85.3,은평구,66.2,98.538,21.6,394,11,0,3,3009,208
201001,89.1,은평구,66.5,75.775,27.1,216,11,0,2,3009,46
201102,85.4,은평구,67.7,104.77,24.2,499,11,0,3,3205,174
201103,85.5,은평구,68.6,77.987,28.5,270,11,0,3,3205,164
201104,85.5,은평구,69.2,82.436,26,106,11,0,3,3205,88
201105,85.4,은평구,69.2,88.974,29.2,-69,11,0,3,3205,83
201106,85.3,은평구,69.3,95.744,26.8,-216,11,0,3,3205,83
201107,85.3,은평구,69.6,99.133,22.4,-120,11,0,4,3205,80
201108,85,은평구,70.3,102.77,23,-35,11,0,4,3205,80
201109,85,은평구,71.7,105.31,25.5,113,11,0,4,3205,90
201110,84.8,은평구,71.9,78.221,23.3,145,11,0,4,3205,100
201111,84.8,은평구,72.4,84.076,30.1,47,11,0,4,3205,82
201112,84.8,은평구,72.4,89.965,28.8,-82,11,0,4,3205,82
201101,85.3,은평구,66.4,100.76,21.1,333,11,0,3,3205,198
201202,84.6,은평구,72.4,99.47,20.7,749,11,0,4,3232,6
201203,84.4,은평구,72.5,103.28,22.6,711,11,0,4,3232,16
201204,84.3,은평구,72.6,74.728,26.6,482,11,0,4,3232,16
201205,84,은평구,72.8,79.626,23.7,339,11,0,4,3232,16
201206,83.8,은평구,72.7,86.106,29.2,96,11,0,4,3232,13
201207,83.4,은평구,72.7,92.039,29.1,-66,11,0,4,3232,13
201208,83.2,은평구,72.6,97.069,24.5,-1,11,0,4,3232,276
201209,83,은평구,72.8,100.36,22.9,32,11,0,4,3232,261
201210,82.4,은평구,72.9,103.57,23.7,18,11,0,4,3232,277
201211,82.2,은평구,72.8,76.233,26.7,-172,11,0,4,3232,257
201212,82.1,은평구,72.9,79.861,24.7,-196,11,0,4,3232,222
201201,84.7,은평구,72.3,96.185,25.2,255,11,0,4,3232,72
201302,81.8,은평구,73.6,93.842,27.2,392,11,0,4,3277,178
201303,81.7,은평구,74,97.429,23.4,148,11,0,4,3277,153
201304,81.7,은평구,74.2,100.71,21.7,171,11,0,4,3277,130
201305,81.6,은평구,74.8,104.15,22.3,140,11,0,4,3277,107
201306,81.3,은평구,74.9,77.362,27.1,-155,11,0,4,3277,94
201307,81,은평구,75.4,81.656,25.9,-259,11,0,4,3277,83
201308,80.7,은평구,76.4,88.214,29.3,-85,11,0,4,3277,75
201309,80.5,은평구,77.2,95.086,26.6,46,11,0,4,3277,59
201310,80.5,은평구,78.4,98.881,22.3,172,11,0,4,3277,36
201311,80.5,은평구,79.8,101.72,22.2,28,11,0,4,3277,24
201312,80.4,은평구,80.6,104.54,24.1,-436,11,0,4,3277,20
201301,81.9,은평구,73.2,87.355,29.1,89,11,0,4,3277,195
201402,80.5,은평구,82.4,82.593,26.4,-270,11,0,4,2916,11
201403,80.6,은평구,83.3,89.515,27.8,-145,11,0,4,2916,9
201404,80.7,은평구,83.7,95.59,24.9,-197,11,0,4,2916,7
201405,80.8,은평구,83.7,98.727,22.8,-149,11,0,4,2916,5
201406,80.7,은평구,84.1,103.07,21.5,-141,11,0,4,2916,3
201407,80.7,은평구,84.3,104.91,23.6,-198,11,0,4,2916,3
201408,80.7,은평구,84.6,78.846,27.5,-262,11,0,4,2916,3
201409,80.9,은평구,85,85.013,24.6,-217,11,0,4,2916,3
201410,80.9,은평구,85.3,91.227,28.2,-300,11,0,4,2916,2
201411,81.1,은평구,85.6,96.907,26.3,-306,11,0,4,2916,2
201412,81.2,은평구,85.8,99.82,22.2,-337,11,0,4,2916,2
201401,80.4,은평구,81.2,78.065,22.6,-105,11,0,4,2916,20
201502,81.4,은평구,86.5,75.775,25.6,108,11,0,4,2812,2
201503,81.7,은평구,87.5,79.704,24.4,27,11,0,4,2812,2
201504,82.1,은평구,88.4,86.028,32.3,-158,11,0,4,2812,0
201505,82.4,은평구,89,92.94,27.8,-71,11,0,4,2812,0
201506,82.7,은평구,89.6,97.114,24.8,-71,11,0,4,2812,0
201507,82.7,은평구,90,100.18,20.8,-183,11,0,5,2812,0
201508,83,은평구,90.6,104.31,22,90,11,0,5,2812,0
201509,83.4,은평구,91.3,76.887,27.4,-141,11,0,5,2812,0
201510,83.8,은평구,91.8,80.251,23.9,-304,11,0,5,2812,86
201511,84.2,은평구,92.3,87.589,31.1,-344,11,0,5,2812,71
201512,84.4,은평구,92.6,94.382,28.7,-502,11,0,5,2812,71
201501,81.2,은평구,86,103.78,22.3,70,11,0,4,2812,2
201602,84.6,은평구,93.5,100.92,20.5,-176,11,0,5,2573,35
201603,84.7,은평구,93.8,105.7,23.1,-375,11,0,5,2573,105
201604,84.9,은평구,94.3,78.065,27,-440,11,0,5,2573,104
201605,85.2,은평구,94.7,81.89,23.7,-338,11,0,5,2573,74
201606,85.4,은평구,95,88.135,26,-423,11,0,5,2573,62
201607,85.8,은평구,95.4,95.608,27.1,-219,11,0,5,2573,57
201608,86.1,은평구,95.7,98.989,21.9,-359,11,0,5,2573,52
201609,86.3,은평구,96,101.73,19.4,-350,11,0,5,2573,48
201610,86.8,은평구,96.6,104.86,22.7,-403,11,0,5,2573,43
201611,87.3,은평구,97,78.533,27.6,-474,11,0,5,2573,37
201612,87.5,은평구,97.2,83.295,26,-590,11,0,5,2573,32
201601,84.5,은평구,93.2,98.114,24.1,-116,11,0,5,2573,52
201702,87.7,은평구,97.6,96.807,28.2,-242,11,0,5,2331,0
201703,87.8,은평구,97.7,99.49,23.6,-403,11,0,5,2331,0
201704,88,은평구,97.8,103.12,22.2,-84,11,0,5,2331,0
201705,88.1,은평구,97.9,73.943,24,-393,11,0,5,2331,0
201706,88.5,은평구,98.1,79.392,28.8,-336,11,0,5,2331,0
201707,88.8,은평구,98.2,85.949,28.2,-313,11,0,5,2331,0
201708,89.3,은평구,98.3,90.777,32.6,-113,11,0,5,2331,0
201709,89.4,은평구,98.4,97.087,27.4,1,11,0,5,2331,0
201710,89.5,은평구,98.4,100.26,23.5,-56,11,0,5,2331,0
201711,89.9,은평구,98.7,102.86,23.9,-132,11,0,5,2331,0
201712,90,은평구,98.7,75.775,24.1,-213,11,0,5,2331,0
201701,87.7,은평구,97.4,89.875,31.8,-143,11,0,5,2331,0
201801,90.1,은평구,98.9,80.329,28.2,16,11,0,5,2364,0
201802,90.2,은평구,98.9,86.418,30.5,-19,11,0,6,2364,0
201803,90.9,은평구,98.9,93.211,31.7,-202,11,0,6,2364,0
201804,91.6,은평구,99.1,97.691,27.9,-116,11,0,6,2364,0
201805,92,은평구,99.1,100.63,25,-258,11,0,6,2364,0
201806,92.7,은평구,99,104.56,24.9,-205,11,0,6,2364,0
201807,93.2,은평구,99.3,76.56,26,-323,11,0,6,2364,0
201808,94.7,은평구,99.5,81.188,27.2,-129,11,0,6,2364,0
201809,97,은평구,99.7,87.901,32.2,-189,11,0,6,2364,-
201810,99.2,은평구,99.9,94.292,30.4,47,11,0,7,2364,-
201811,99.8,은평구,100,98.538,25.6,16,11,0,8,2364,0
201812,100,은평구,100,100.76,24.6,-78,11,0,8,2364,0
201901,100,은평구,100,104.77,24.3,230,11,0,8,2364,0
201902,100,은평구,99.8,77.987,26.7,311,11,0,8,2364,0
201903,99.9,은평구,99.8,82.436,26.5,242,11,0,8,2364,0
201904,99.9,은평구,99.5,88.974,28.3,45,11,0,8,2364,-
201905,99.9,은평구,99.5,95.744,28.8,-200,11,0,8,2364,-
201906,99.9,은평구,99.4,99.133,27,-112,11,0,8,2364,-
